Entity,Code,Year,Urban (%),GDP per capita (int.-$) ($),Population
Andorra,AND,1890,,,4130
Andorra,AND,1891,,,4156
Andorra,AND,1892,,,4182
Andorra,AND,1893,,,4207
Andorra,AND,1894,,,4233
Andorra,AND,1895,,,4260
Andorra,AND,1896,,,4286
Andorra,AND,1897,,,4312
Andorra,AND,1898,,,4339
Andorra,AND,1899,,,4366
Andorra,AND,1900,,,4393
Andorra,AND,1901,,,4420
Andorra,AND,1902,,,4447
Andorra,AND,1903,,,4474
Andorra,AND,1904,,,4502
Andorra,AND,1905,,,4530
Andorra,AND,1906,,,4558
Andorra,AND,1907,,,4585
Andorra,AND,1908,,,4614
Andorra,AND,1909,,,4642
Andorra,AND,1910,,,4671
Andorra,AND,1911,,,4699
Andorra,AND,1912,,,4728
Andorra,AND,1913,,,4758
Andorra,AND,1914,,,4787
Andorra,AND,1915,,,4817
Andorra,AND,1916,,,4846
Andorra,AND,1917,,,4876
Andorra,AND,1918,,,4909
Andorra,AND,1919,,,4941
Andorra,AND,1920,,,4973
Andorra,AND,1921,,,5006
Andorra,AND,1922,,,5038
Andorra,AND,1923,,,5071
Andorra,AND,1924,,,5105
Andorra,AND,1925,,,5138
Andorra,AND,1927,,,5206
Andorra,AND,1928,,,5240
Andorra,AND,1929,,,5274
Andorra,AND,1930,,,5308
Andorra,AND,1931,,,5343
Andorra,AND,1932,,,5378
Andorra,AND,1933,,,5413
Andorra,AND,1934,,,5449
Andorra,AND,1935,,,5484
Andorra,AND,1936,,,5520
Andorra,AND,1937,,,5556
Andorra,AND,1938,,,5593
Andorra,AND,1939,,,5629
Andorra,AND,1940,,,5666
Andorra,AND,1941,,,5703
Andorra,AND,1942,,,5741
Andorra,AND,1943,,,5778
Andorra,AND,1944,,,5816
Andorra,AND,1945,,,5854
Andorra,AND,1946,,,5892
Andorra,AND,1947,,,5931
Andorra,AND,1948,,,5970
Andorra,AND,1949,,,6009
Andorra,AND,1950,38.8,,6000
Andorra,AND,1951,40.708,,7000
Andorra,AND,1952,42.648,,7000
Andorra,AND,1953,44.605,,8000
Andorra,AND,1954,46.581,,9000
Andorra,AND,1955,48.568,,9000
Andorra,AND,1956,50.563,,10000
Andorra,AND,1957,52.55,,11000
Andorra,AND,1958,54.532,,12000
Andorra,AND,1959,56.5,,12000
Andorra,AND,1960,58.45,,13000
Andorra,AND,1961,60.983,,14000
Andorra,AND,1962,63.462,,15000
Andorra,AND,1963,65.872,,16000
Andorra,AND,1964,68.205,,17000
Andorra,AND,1965,70.445,,19000
Andorra,AND,1966,72.593,,20000
Andorra,AND,1967,74.641,,21000
Andorra,AND,1968,76.588,,22000
Andorra,AND,1969,78.424,,23000
Andorra,AND,1970,80.155,,24000
Andorra,AND,1971,81.78,,26000
Andorra,AND,1972,83.301,,27000
Andorra,AND,1973,84.716,,28000
Andorra,AND,1974,86.032,,30000
Andorra,AND,1975,87.252,,31000
Andorra,AND,1976,88.382,,32000
Andorra,AND,1977,89.42,,33000
Andorra,AND,1978,90.378,,34000
Andorra,AND,1979,91.257,,35000
Andorra,AND,1980,92.064,,36000
Andorra,AND,1981,92.8,,37000
Andorra,AND,1982,93.474,,39000
Andorra,AND,1983,94.089,,41000
Andorra,AND,1984,94.649,,43000
Andorra,AND,1985,95.159,,45000
Andorra,AND,1986,95.325,,47000
Andorra,AND,1987,95.178,,48000
Andorra,AND,1988,95.027,,50000
Andorra,AND,1989,94.872,,52000
Andorra,AND,1990,94.712,,55000
Andorra,AND,1991,94.53,,57000
Andorra,AND,1992,94.324,,59000
Andorra,AND,1993,94.111,,61000
Andorra,AND,1994,93.89,,63000
Andorra,AND,1995,93.661,,64000
Andorra,AND,1996,93.425,,64000
Andorra,AND,1997,93.18,,64000
Andorra,AND,1998,92.927,,64000
Andorra,AND,1999,92.666,,64000
Andorra,AND,2000,92.395,,65000
Andorra,AND,2001,92.056,,67000
Andorra,AND,2002,91.641,,70000
Andorra,AND,2003,91.207,,73000
Andorra,AND,2004,90.751,,76000
Andorra,AND,2005,90.285,,79000
Andorra,AND,2006,89.807,,81000
Andorra,AND,2007,89.308,,83000
Andorra,AND,2008,89.004,,84000
Andorra,AND,2009,88.912,,84000
Andorra,AND,2010,88.819,,84000
Andorra,AND,2011,88.726,,84000
Andorra,AND,2012,88.631,,82000
Angola,AGO,1800,,,1567028
Angola,AGO,1801,,,1567028
Angola,AGO,1802,,,1567028
Angola,AGO,1803,,,1567028
Angola,AGO,1804,,,1567028
Angola,AGO,1805,,,1567028
Angola,AGO,1806,,,1567028
Angola,AGO,1807,,,1567028
Angola,AGO,1808,,,1567028
Angola,AGO,1809,,,1567028
Angola,AGO,1810,,,1567028
Angola,AGO,1811,,,1567571
Angola,AGO,1812,,,1568660
Angola,AGO,1813,,,1570299
Angola,AGO,1814,,,1572493
Angola,AGO,1815,,,1575246
Angola,AGO,1816,,,1578561
Angola,AGO,1817,,,1582443
Angola,AGO,1818,,,1586896
Angola,AGO,1819,,,1591923
Angola,AGO,1820,,,1597530
Angola,AGO,1821,,,1603720
Angola,AGO,1822,,,1610497
Angola,AGO,1823,,,1617867
Angola,AGO,1824,,,1625833
Angola,AGO,1825,,,1634399
Angola,AGO,1826,,,1643570
Angola,AGO,1827,,,1653350
Angola,AGO,1828,,,1663744
Angola,AGO,1829,,,1674756
Angola,AGO,1830,,,1686390
Angola,AGO,1831,,,1698652
Angola,AGO,1832,,,1711003
Angola,AGO,1833,,,1723444
Angola,AGO,1834,,,1735975
Angola,AGO,1835,,,1748598
Angola,AGO,1836,,,1761312
Angola,AGO,1837,,,1774118
Angola,AGO,1838,,,1787018
Angola,AGO,1839,,,1800012
Angola,AGO,1840,,,1813100
Angola,AGO,1841,,,1826283
Angola,AGO,1842,,,1839562
Angola,AGO,1843,,,1852937
Angola,AGO,1844,,,1866410
Angola,AGO,1845,,,1879981
Angola,AGO,1846,,,1893650
Angola,AGO,1847,,,1907419
Angola,AGO,1848,,,1921288
Angola,AGO,1849,,,1935258
Angola,AGO,1850,,,1949329
Angola,AGO,1851,,,1966272
Angola,AGO,1852,,,1983358
Angola,AGO,1853,,,2000589
Angola,AGO,1854,,,2017966
Angola,AGO,1855,,,2035489
Angola,AGO,1856,,,2053161
Angola,AGO,1857,,,2070982
Angola,AGO,1858,,,2088953
Angola,AGO,1859,,,2107076
Angola,AGO,1860,,,2125353
Angola,AGO,1861,,,2143784
Angola,AGO,1862,,,2162370
Angola,AGO,1863,,,2181114
Angola,AGO,1864,,,2200016
Angola,AGO,1865,,,2219077
Angola,AGO,1866,,,2238299
Angola,AGO,1867,,,2257683
Angola,AGO,1868,,,2277231
Angola,AGO,1869,,,2296944
Angola,AGO,1870,,,2316823
Angola,AGO,1871,,,2336870
Angola,AGO,1872,,,2357086
Angola,AGO,1873,,,2377056
Angola,AGO,1874,,,2397611
Angola,AGO,1875,,,2418338
Angola,AGO,1876,,,2439241
Angola,AGO,1877,,,2459932
Angola,AGO,1878,,,2481185
Angola,AGO,1879,,,2502616
Angola,AGO,1880,,,2524229
Angola,AGO,1881,,,2545667
Angola,AGO,1882,,,2567641
Angola,AGO,1883,,,2589801
Angola,AGO,1884,,,2611827
Angola,AGO,1885,,,2634358
Angola,AGO,1886,,,2657079
Angola,AGO,1887,,,2679710
Angola,AGO,1888,,,2702812
Angola,AGO,1889,,,2726109
Angola,AGO,1890,,,2749602
Angola,AGO,1891,,,2773292
Angola,AGO,1892,,,2797181
Angola,AGO,1893,,,2821271
Angola,AGO,1894,,,2845563
Angola,AGO,1895,,,2870060
Angola,AGO,1896,,,2894762
Angola,AGO,1897,,,2919672
Angola,AGO,1898,,,2944791
Angola,AGO,1899,,,2970120
Angola,AGO,1900,,,2995663
Angola,AGO,1901,,,3021420
Angola,AGO,1902,,,3047127
Angola,AGO,1903,,,3073315
Angola,AGO,1904,,,3099724
Angola,AGO,1905,,,3126354
Angola,AGO,1906,,,3153208
Angola,AGO,1907,,,3179897
Angola,AGO,1908,,,3207199
Angola,AGO,1909,,,3234731
Angola,AGO,1910,,,3262493
Angola,AGO,1911,,,3290373
Angola,AGO,1912,,,3318601
Angola,AGO,1913,,,3347066
Angola,AGO,1914,,,3375770
Angola,AGO,1915,,,3404714
Angola,AGO,1916,,,3433900
Angola,AGO,1917,,,3463331
Angola,AGO,1918,,,3487015
Angola,AGO,1919,,,3512369
Angola,AGO,1920,,,3537908
Angola,AGO,1921,,,3563632
Angola,AGO,1922,,,3589544
Angola,AGO,1923,,,3615643
Angola,AGO,1924,,,3641933
Angola,AGO,1925,,,3668414
Angola,AGO,1926,,,3695087
Angola,AGO,1927,,,3721954
Angola,AGO,1928,,,3749017
Angola,AGO,1929,,,3776276
Angola,AGO,1930,,,3803733
Angola,AGO,1931,,,3831391
Angola,AGO,1932,,,3859249
Angola,AGO,1933,,,3887310
Angola,AGO,1934,,,3915574
Angola,AGO,1935,,,3944045
Angola,AGO,1936,,,3972722
Angola,AGO,1937,,,4001608
Angola,AGO,1938,,,4030704
Angola,AGO,1939,,,4060011
Angola,AGO,1940,,,4093865
Angola,AGO,1941,,,4132344
Angola,AGO,1942,,,4175527
Angola,AGO,1943,,,4219161
Angola,AGO,1944,,,4263251
Angola,AGO,1945,,,4307801
Angola,AGO,1946,,,4352818
Angola,AGO,1947,,,4398304
Angola,AGO,1948,,,4444266
Angola,AGO,1949,,,4490709
Angola,AGO,1950,7.576,,4548000
Angola,AGO,1951,7.826,,4617000
Angola,AGO,1952,8.083,,4713000
Angola,AGO,1953,8.348,,4823000
Angola,AGO,1954,8.621,,4936000
Angola,AGO,1955,8.902,,5043000
Angola,AGO,1956,9.192,,5141000
Angola,AGO,1957,9.489,,5228000
Angola,AGO,1958,9.795,,5307000
Angola,AGO,1959,10.11,,5381000
Angola,AGO,1960,10.435,,5455000
Angola,AGO,1961,10.798,,5531000
Angola,AGO,1962,11.204,,5608000
Angola,AGO,1963,11.624,,5679000
Angola,AGO,1964,12.058,,5735000
Angola,AGO,1965,12.504,,5771000
Angola,AGO,1966,12.965,,5781000
Angola,AGO,1967,13.441,,5774000
Angola,AGO,1968,13.932,,5772000
Angola,AGO,1969,14.436,,5804000
Angola,AGO,1970,14.957,,5890000
Angola,AGO,1971,15.632,,6041000
Angola,AGO,1972,16.455,,6249000
Angola,AGO,1973,17.31,,6497000
Angola,AGO,1974,18.202,,6762000
Angola,AGO,1975,19.128,3246,7024000
Angola,AGO,1976,20.092,2917,7280000
Angola,AGO,1977,21.088,2964,7534000
Angola,AGO,1978,22.122,2887,7791000
Angola,AGO,1979,23.192,2936,8058000
Angola,AGO,1980,24.298,3120,8341000
Angola,AGO,1981,25.437,3056,8640000
Angola,AGO,1982,26.612,2658,8953000
Angola,AGO,1983,27.821,2462,9278000
Angola,AGO,1984,29.065,2235,9615000
Angola,AGO,1985,30.338,2389,9962000
Angola,AGO,1986,31.643,1771,10320000
Angola,AGO,1987,32.978,1986,10689000
Angola,AGO,1988,34.343,2006,11068000
Angola,AGO,1989,35.731,2146,11455000
Angola,AGO,1990,37.144,2400,11848000
Angola,AGO,1991,38.58,1755,12249000
Angola,AGO,1992,40.039,2226,12657000
Angola,AGO,1993,41.511,1866,13075000
Angola,AGO,1994,43.0,1855,13504000
Angola,AGO,1995,44.169,1551,13945000
Angola,AGO,1996,45.346,1955,14401000
Angola,AGO,1997,46.525,1851,14872000
Angola,AGO,1998,47.71,2097,15360000
Angola,AGO,1999,48.897,1843,15867000
Angola,AGO,2000,50.087,1647,16395000
Angola,AGO,2001,51.274,1894,16946000
Angola,AGO,2002,52.461,2133,17519000
Angola,AGO,2003,53.645,2146,18121000
Angola,AGO,2004,54.827,2538,18758000
Angola,AGO,2005,56.0,3364,19434000
Angola,AGO,2006,56.764,4558,20150000
Angola,AGO,2007,57.524,5314,20905000
Angola,AGO,2008,58.282,6318,21696000
Angola,AGO,2009,59.034,5212,22514000
Angola,AGO,2010,59.783,6408,23356000
Angola,AGO,2011,60.528,8016,24221000
Angola,AGO,2012,61.268,8074,25108000
Antigua and Barbuda,ATG,1800,,,37000
Antigua and Barbuda,ATG,1801,,,37000
Antigua and Barbuda,ATG,1802,,,37000
Antigua and Barbuda,ATG,1803,,,37000
Antigua and Barbuda,ATG,1804,,,37000
Antigua and Barbuda,ATG,1805,,,37000
Antigua and Barbuda,ATG,1806,,,37000
Antigua and Barbuda,ATG,1807,,,37000
Antigua and Barbuda,ATG,1808,,,37000
Antigua and Barbuda,ATG,1809,,,37000
Antigua and Barbuda,ATG,1810,,,37000
Antigua and Barbuda,ATG,1811,,,37000
Antigua and Barbuda,ATG,1812,,,37000
Antigua and Barbuda,ATG,1813,,,37000
Antigua and Barbuda,ATG,1814,,,37000
Antigua and Barbuda,ATG,1815,,,37000
Antigua and Barbuda,ATG,1816,,,37000
Antigua and Barbuda,ATG,1817,,,37000
Antigua and Barbuda,ATG,1818,,,37000
Antigua and Barbuda,ATG,1819,,,37000
Antigua and Barbuda,ATG,1820,,,37000
Antigua and Barbuda,ATG,1821,,,37000
Antigua and Barbuda,ATG,1822,,,37000
Antigua and Barbuda,ATG,1823,,,37000
Antigua and Barbuda,ATG,1824,,,37000
Antigua and Barbuda,ATG,1825,,,37000
Antigua and Barbuda,ATG,1826,,,37000
Antigua and Barbuda,ATG,1827,,,37000
Antigua and Barbuda,ATG,1828,,,37000
Antigua and Barbuda,ATG,1829,,,37000
Antigua and Barbuda,ATG,1830,,,37000
Antigua and Barbuda,ATG,1831,,,37000
Antigua and Barbuda,ATG,1832,,,37000
Antigua and Barbuda,ATG,1833,,,37000
Antigua and Barbuda,ATG,1834,,,37000
Antigua and Barbuda,ATG,1835,,,37000
Antigua and Barbuda,ATG,1836,,,37000
Antigua and Barbuda,ATG,1837,,,37000
Antigua and Barbuda,ATG,1838,,,37000
Antigua and Barbuda,ATG,1839,,,37000
Antigua and Barbuda,ATG,1840,,,37000
Antigua and Barbuda,ATG,1841,,,37000
Antigua and Barbuda,ATG,1842,,,37000
Antigua and Barbuda,ATG,1843,,,37000
Antigua and Barbuda,ATG,1844,,,37000
Antigua and Barbuda,ATG,1845,,,37000
Antigua and Barbuda,ATG,1846,,,37000
Antigua and Barbuda,ATG,1847,,,37000
Antigua and Barbuda,ATG,1848,,,37000
Antigua and Barbuda,ATG,1849,,,37000
Antigua and Barbuda,ATG,1850,,,37000
Antigua and Barbuda,ATG,1851,,,36996
Antigua and Barbuda,ATG,1852,,,36983
Antigua and Barbuda,ATG,1853,,,36960
Antigua and Barbuda,ATG,1854,,,36927
Antigua and Barbuda,ATG,1855,,,36885
Antigua and Barbuda,ATG,1856,,,36833
Antigua and Barbuda,ATG,1857,,,36772
Antigua and Barbuda,ATG,1858,,,36701
Antigua and Barbuda,ATG,1859,,,36621
Antigua and Barbuda,ATG,1860,,,36532
Antigua and Barbuda,ATG,1861,,,36433
Antigua and Barbuda,ATG,1862,,,36335
Antigua and Barbuda,ATG,1863,,,36236
Antigua and Barbuda,ATG,1864,,,36138
Antigua and Barbuda,ATG,1865,,,36039
Antigua and Barbuda,ATG,1866,,,35940
Antigua and Barbuda,ATG,1867,,,35842
Antigua and Barbuda,ATG,1868,,,35743
Antigua and Barbuda,ATG,1869,,,35645
Antigua and Barbuda,ATG,1870,,,35546
Antigua and Barbuda,ATG,1871,,,35448
Antigua and Barbuda,ATG,1872,,,35359
Antigua and Barbuda,ATG,1873,,,35223
Antigua and Barbuda,ATG,1874,,,35167
Antigua and Barbuda,ATG,1875,,,35132
Antigua and Barbuda,ATG,1876,,,35119
Antigua and Barbuda,ATG,1877,,,35059
Antigua and Barbuda,ATG,1878,,,35090
Antigua and Barbuda,ATG,1879,,,35145
Antigua and Barbuda,ATG,1880,,,35223
Antigua and Barbuda,ATG,1881,,,35263
Antigua and Barbuda,ATG,1882,,,35365
Antigua and Barbuda,ATG,1883,,,35481
Antigua and Barbuda,ATG,1884,,,35569
Antigua and Barbuda,ATG,1885,,,35719
Antigua and Barbuda,ATG,1886,,,35853
Antigua and Barbuda,ATG,1887,,,36027
Antigua and Barbuda,ATG,1888,,,36149
Antigua and Barbuda,ATG,1889,,,36236
Antigua and Barbuda,ATG,1890,,,36287
Antigua and Barbuda,ATG,1891,,,36302
Antigua and Barbuda,ATG,1892,,,36280
Antigua and Barbuda,ATG,1893,,,36222
Antigua and Barbuda,ATG,1894,,,36129
Antigua and Barbuda,ATG,1895,,,35999
Antigua and Barbuda,ATG,1896,,,35833
Antigua and Barbuda,ATG,1897,,,35620
Antigua and Barbuda,ATG,1898,,,35398
Antigua and Barbuda,ATG,1899,,,35167
Antigua and Barbuda,ATG,1900,,,34926
Antigua and Barbuda,ATG,1901,,,34677
Antigua and Barbuda,ATG,1902,,,34444
Antigua and Barbuda,ATG,1903,,,34173
Antigua and Barbuda,ATG,1904,,,33891
Antigua and Barbuda,ATG,1905,,,33598
Antigua and Barbuda,ATG,1906,,,33296
Antigua and Barbuda,ATG,1907,,,32989
Antigua and Barbuda,ATG,1908,,,32692
Antigua and Barbuda,ATG,1909,,,32397
Antigua and Barbuda,ATG,1910,,,32121
Antigua and Barbuda,ATG,1911,,,31840
Antigua and Barbuda,ATG,1912,,,31605
Antigua and Barbuda,ATG,1913,,,31399
Antigua and Barbuda,ATG,1914,,,31194
Antigua and Barbuda,ATG,1915,,,30990
Antigua and Barbuda,ATG,1916,,,30788
Antigua and Barbuda,ATG,1917,,,30587
Antigua and Barbuda,ATG,1918,,,30391
Antigua and Barbuda,ATG,1919,,,30196
Antigua and Barbuda,ATG,1920,,,30002
Antigua and Barbuda,ATG,1921,,,30007
Antigua and Barbuda,ATG,1922,,,30214
Antigua and Barbuda,ATG,1923,,,30623
Antigua and Barbuda,ATG,1924,,,31038
Antigua and Barbuda,ATG,1925,,,31459
Antigua and Barbuda,ATG,1926,,,31885
Antigua and Barbuda,ATG,1927,,,32317
Antigua and Barbuda,ATG,1928,,,32755
Antigua and Barbuda,ATG,1929,,,33199
Antigua and Barbuda,ATG,1930,,,33649
Antigua and Barbuda,ATG,1931,,,34105
Antigua and Barbuda,ATG,1932,,,34567
Antigua and Barbuda,ATG,1933,,,35035
Antigua and Barbuda,ATG,1934,,,35510
Antigua and Barbuda,ATG,1935,,,35991
Antigua and Barbuda,ATG,1936,,,36479
Antigua and Barbuda,ATG,1937,,,36973
Antigua and Barbuda,ATG,1938,,,37474
Antigua and Barbuda,ATG,1939,,,37982
Antigua and Barbuda,ATG,1940,,,38496
Antigua and Barbuda,ATG,1941,,,39018
Antigua and Barbuda,ATG,1942,,,39547
Antigua and Barbuda,ATG,1943,,,40082
Antigua and Barbuda,ATG,1944,,,40626
Antigua and Barbuda,ATG,1945,,,41176
Antigua and Barbuda,ATG,1946,,,41889
Antigua and Barbuda,ATG,1947,,,42769
Antigua and Barbuda,ATG,1948,,,43825
Antigua and Barbuda,ATG,1949,,,44906
Antigua and Barbuda,ATG,1950,30.065,,46000
Antigua and Barbuda,ATG,1951,31.0,,47000
Antigua and Barbuda,ATG,1952,31.951,,47000
Antigua and Barbuda,ATG,1953,32.915,,48000
Antigua and Barbuda,ATG,1954,33.895,,49000
Antigua and Barbuda,ATG,1955,34.889,,50000
Antigua and Barbuda,ATG,1956,35.898,,50000
Antigua and Barbuda,ATG,1957,36.916,,51000
Antigua and Barbuda,ATG,1958,37.948,,52000
Antigua and Barbuda,ATG,1959,38.991,,53000
Antigua and Barbuda,ATG,1960,39.656,,54000
Antigua and Barbuda,ATG,1961,39.04,,55000
Antigua and Barbuda,ATG,1962,38.427,,56000
Antigua and Barbuda,ATG,1963,37.817,,57000
Antigua and Barbuda,ATG,1964,37.211,,58000
Antigua and Barbuda,ATG,1965,36.61,,59000
Antigua and Barbuda,ATG,1966,36.012,,60000
Antigua and Barbuda,ATG,1967,35.418,,61000
Antigua and Barbuda,ATG,1968,34.829,,63000
Antigua and Barbuda,ATG,1969,34.245,,64000
Antigua and Barbuda,ATG,1970,33.819,,64000
Antigua and Barbuda,ATG,1971,33.898,,64000
Antigua and Barbuda,ATG,1972,33.978,,64000
Antigua and Barbuda,ATG,1973,34.057,,64000
Antigua and Barbuda,ATG,1974,34.137,,63000
Antigua and Barbuda,ATG,1975,34.217,,63000
Antigua and Barbuda,ATG,1976,34.297,,62000
Antigua and Barbuda,ATG,1977,34.377,,62000
Antigua and Barbuda,ATG,1978,34.457,,62000
Antigua and Barbuda,ATG,1979,34.538,,62000
Antigua and Barbuda,ATG,1980,34.618,,62000
Antigua and Barbuda,ATG,1981,34.698,,62000
Antigua and Barbuda,ATG,1982,34.779,,62000
Antigua and Barbuda,ATG,1983,34.86,,62000
Antigua and Barbuda,ATG,1984,34.94,,62000
Antigua and Barbuda,ATG,1985,35.021,,62000
Antigua and Barbuda,ATG,1986,35.102,,62000
Antigua and Barbuda,ATG,1987,35.183,,62000
Antigua and Barbuda,ATG,1988,35.264,,62000
Antigua and Barbuda,ATG,1989,35.345,,62000
Antigua and Barbuda,ATG,1990,35.426,,63000
Antigua and Barbuda,ATG,1991,35.465,,63000
Antigua and Barbuda,ATG,1992,35.085,,64000
Antigua and Barbuda,ATG,1993,34.709,,66000
Antigua and Barbuda,ATG,1994,34.334,,67000
Antigua and Barbuda,ATG,1995,33.961,,69000
Antigua and Barbuda,ATG,1996,33.59,,70000
Antigua and Barbuda,ATG,1997,33.221,,72000
Antigua and Barbuda,ATG,1998,32.855,,73000
Antigua and Barbuda,ATG,1999,32.49,,75000
Antigua and Barbuda,ATG,2000,32.127,,76000
Antigua and Barbuda,ATG,2001,31.74,,77000
Antigua and Barbuda,ATG,2002,31.098,,78000
Antigua and Barbuda,ATG,2003,30.464,,79000
Antigua and Barbuda,ATG,2004,29.837,,80000
Antigua and Barbuda,ATG,2005,29.218,,81000
Antigua and Barbuda,ATG,2006,28.606,,83000
Antigua and Barbuda,ATG,2007,28.002,,84000
Antigua and Barbuda,ATG,2008,27.405,,85000
Antigua and Barbuda,ATG,2009,26.818,,87000
Antigua and Barbuda,ATG,2010,26.238,,88000
Antigua and Barbuda,ATG,2011,25.703,,89000
Antigua and Barbuda,ATG,2012,25.526,,90000
Argentina,ARG,1800,,1594,534000
Argentina,ARG,1801,,,534000
Argentina,ARG,1802,,,534000
Argentina,ARG,1803,,,534000
Argentina,ARG,1804,,,534000
Argentina,ARG,1805,,,534000
Argentina,ARG,1806,,,534000
Argentina,ARG,1807,,,534000
Argentina,ARG,1808,,,534000
Argentina,ARG,1809,,,534000
Argentina,ARG,1810,,,534000
Argentina,ARG,1811,,,534620
Argentina,ARG,1812,,,535875
Argentina,ARG,1813,,,537781
Argentina,ARG,1814,,,540353
Argentina,ARG,1815,,,543608
Argentina,ARG,1816,,,547562
Argentina,ARG,1817,,,552232
Argentina,ARG,1818,,,557637
Argentina,ARG,1819,,,563793
Argentina,ARG,1820,,1710,570719
Argentina,ARG,1821,,,578434
Argentina,ARG,1822,,,586958
Argentina,ARG,1823,,,596309
Argentina,ARG,1824,,,606508
Argentina,ARG,1825,,,617575
Argentina,ARG,1826,,,629533
Argentina,ARG,1827,,,642402
Argentina,ARG,1828,,,656204
Argentina,ARG,1829,,,670964
Argentina,ARG,1830,,,686703
Argentina,ARG,1831,,,703446
Argentina,ARG,1832,,,720597
Argentina,ARG,1833,,,738166
Argentina,ARG,1834,,,756163
Argentina,ARG,1835,,,774600
Argentina,ARG,1836,,,793486
Argentina,ARG,1837,,,812832
Argentina,ARG,1838,,,832650
Argentina,ARG,1839,,,852951
Argentina,ARG,1840,,,873747
Argentina,ARG,1841,,,895073
Argentina,ARG,1842,,,916943
Argentina,ARG,1843,,,939369
Argentina,ARG,1844,,,962367
Argentina,ARG,1845,,,985950
Argentina,ARG,1846,,,1010134
Argentina,ARG,1847,,,1034934
Argentina,ARG,1848,,,1060366
Argentina,ARG,1849,,,1086445
Argentina,ARG,1850,,2144,1113189
Argentina,ARG,1851,,,1140633
Argentina,ARG,1852,,,1168776
Argentina,ARG,1853,,,1197636
Argentina,ARG,1854,,,1227232
Argentina,ARG,1855,,,1257582
Argentina,ARG,1856,,,1288705
Argentina,ARG,1857,,,1320621
Argentina,ARG,1858,,,1353351
Argentina,ARG,1859,,,1386914
Argentina,ARG,1860,,2321,1421333
Argentina,ARG,1861,,,1457248
Argentina,ARG,1862,,,1494694
Argentina,ARG,1863,,,1533731
Argentina,ARG,1864,,,1574418
Argentina,ARG,1865,,,1616818
Argentina,ARG,1866,,,1660998
Argentina,ARG,1867,,,1707023
Argentina,ARG,1868,,,1754964
Argentina,ARG,1869,,,1804894
Argentina,ARG,1870,,2514,1856886
Argentina,ARG,1871,,,1911020
Argentina,ARG,1872,,,1967375
Argentina,ARG,1873,,,2017127
Argentina,ARG,1874,,,2078055
Argentina,ARG,1875,,2801,2141528
Argentina,ARG,1876,,2805,2207644
Argentina,ARG,1877,,3031,2268568
Argentina,ARG,1878,,2815,2340590
Argentina,ARG,1879,,2863,2415669
Argentina,ARG,1880,,2748,2493156
Argentina,ARG,1881,,2731,2566334
Argentina,ARG,1882,,3341,2648654
Argentina,ARG,1883,,3624,2733615
Argentina,ARG,1884,,3747,2814774
Argentina,ARG,1885,,4196,2905434
Argentina,ARG,1886,,4053,2999385
Argentina,ARG,1887,,4128,3089624
Argentina,ARG,1888,,4533,3190089
Argentina,ARG,1889,,4608,3294260
Argentina,ARG,1890,,4139,3402273
Argentina,ARG,1891,,3903,3514267
Argentina,ARG,1892,,4568,3630387
Argentina,ARG,1893,,4738,3750784
Argentina,ARG,1894,,5340,3875613
Argentina,ARG,1895,,5786,4005036
Argentina,ARG,1896,,6143,4141299
Argentina,ARG,1897,,4835,4284294
Argentina,ARG,1898,,5094,4434314
Argentina,ARG,1899,,5815,4591641
Argentina,ARG,1900,,4925,4756635
Argentina,ARG,1901,,4934,4929644
Argentina,ARG,1902,,4653,5094954
Argentina,ARG,1903,,5126,5285563
Argentina,ARG,1904,,5466,5485838
Argentina,ARG,1905,,5959,5696234
Argentina,ARG,1906,,6027,5914645
Argentina,ARG,1907,,5926,6121229
Argentina,ARG,1908,,6265,6355959
Argentina,ARG,1909,,6336,6599705
Argentina,ARG,1910,,6547,6852669
Argentina,ARG,1911,,6417,7108577
Argentina,ARG,1912,,6687,7381312
Argentina,ARG,1913,,6505,7644045
Argentina,ARG,1914,,5657,7878423
Argentina,ARG,1915,,5556,8069762
Argentina,ARG,1916,,5295,8233077
Argentina,ARG,1917,,4779,8382047
Argentina,ARG,1918,,5564,8530833
Argentina,ARG,1919,,5666,8693347
Argentina,ARG,1920,,5949,8884894
Argentina,ARG,1921,,5946,9117153
Argentina,ARG,1922,,6228,9399467
Argentina,ARG,1923,,6677,9720491
Argentina,ARG,1924,,6947,10050859
Argentina,ARG,1925,,6714,10366210
Argentina,ARG,1926,,6842,10670216
Argentina,ARG,1927,,7119,10978559
Argentina,ARG,1928,,7351,11292242
Argentina,ARG,1929,,7481,11602921
Argentina,ARG,1930,,6988,11898250
Argentina,ARG,1931,,6358,12168551
Argentina,ARG,1932,,6033,12411154
Argentina,ARG,1933,,6203,12633735
Argentina,ARG,1934,,6586,12847974
Argentina,ARG,1935,,6766,13060544
Argentina,ARG,1936,,6701,13279454
Argentina,ARG,1937,,7067,13506374
Argentina,ARG,1938,,6975,13747976
Argentina,ARG,1939,,7105,13974562
Argentina,ARG,1940,,7128,14200814
Argentina,ARG,1941,,7373,14419057
Argentina,ARG,1942,,7339,14655320
Argentina,ARG,1943,,7164,14898257
Argentina,ARG,1944,,7844,15149203
Argentina,ARG,1945,,7462,15408492
Argentina,ARG,1946,,7991,15679460
Argentina,ARG,1947,,8718,15985468
Argentina,ARG,1948,,8996,16346870
Argentina,ARG,1949,,8646,16750098
Argentina,ARG,1950,65.339,8542,17038000
